state,date,cases
District of Columbia,2020-05-17,7123
Rhode Island,2020-04-25,7129
New Mexico,2020-05-26,7130
New Hampshire,2020-08-24,7134
Alaska,2020-09-13,7136
South Carolina,2020-05-07,7142
Guam,2020-11-16,7144
Iowa,2020-04-30,7145
New Hampshire,2020-08-25,7150
Oklahoma,2020-06-07,7151
West Virginia,2020-08-05,7159
New Hampshire,2020-08-26,7159
Kansas,2020-05-11,7161
South Dakota,2020-07-07,7163
Nevada,2020-05-19,7169
Missouri,2020-04-27,7171
North Dakota,2020-08-06,7181
Puerto Rico,2020-06-28,7189
Nebraska,2020-05-07,7190
New Hampshire,2020-08-27,7194
Vermont,2020-12-29,7202
Arizona,2020-04-29,7202
Guam,2020-11-17,7203
Oklahoma,2020-06-08,7206
Mississippi,2020-05-01,7212
Alaska,2020-09-14,7213
New Hampshire,2020-08-28,7216
North Carolina,2020-04-22,7220
Delaware,2020-05-14,7223
Minnesota,2020-05-04,7234
Hawaii,2020-08-26,7236
Utah,2020-05-17,7238
South Dakota,2020-07-08,7242
New Hampshire,2020-08-29,7246
Puerto Rico,2020-06-29,7250
New Mexico,2020-05-27,7252
Arkansas,2020-05-31,7253
New Hampshire,2020-08-30,7254
Alaska,2020-09-15,7256
Montana,2020-08-29,7256
Maine,2020-11-05,7260
District of Columbia,2020-05-18,7270
New Hampshire,2020-08-31,7275
Vermont,2020-12-30,7276
West Virginia,2020-08-06,7277
Ohio,2020-04-14,7280
Alabama,2020-05-01,7294
New Hampshire,2020-09-01,7297
Nevada,2020-05-20,7301
Colorado,2020-04-12,7303
Missouri,2020-04-28,7306
Alaska,2020-09-16,7308
New Hampshire,2020-09-02,7309
Guam,2020-11-18,7315
Tennessee,2020-04-21,7317
Oregon,2020-06-23,7317
North Dakota,2020-08-07,7331
Wyoming,2020-10-09,7335
South Dakota,2020-07-09,7336
Montana,2020-08-30,7340
New Hampshire,2020-09-03,7347
Kansas,2020-05-12,7352
New Mexico,2020-05-28,7364
Oklahoma,2020-06-09,7364
South Carolina,2020-05-08,7367
New Hampshire,2020-09-04,7368
Delaware,2020-05-15,7373
Utah,2020-05-18,7384
Guam,2020-11-19,7385
Kentucky,2020-05-14,7397
South Dakota,2020-07-10,7401
Nevada,2020-05-21,7404
Vermont,2020-12-31,7412
Vermont,2021-01-01,7412
Alaska,2020-09-17,7413
Guam,2020-11-20,7421
Guam,2020-11-21,7421
California,2020-03-30,7421
New Hampshire,2020-09-05,7424
Missouri,2020-04-29,7426
Idaho,2020-07-04,7431
West Virginia,2020-08-07,7433
District of Columbia,2020-05-19,7434
Wisconsin,2020-05-01,7439
Rhode Island,2020-04-26,7439
Montana,2020-08-31,7440
Mississippi,2020-05-02,7441
Arkansas,2020-06-01,7443
Maine,2020-11-06,7444
New Hampshire,2020-09-06,7447
South Dakota,2020-07-11,7454
Wyoming,2020-10-10,7455
Oregon,2020-06-24,7462
Puerto Rico,2020-06-30,7465
New Hampshire,2020-09-07,7476
Oklahoma,2020-06-10,7480
Virginia,2020-04-17,7492
New Mexico,2020-05-29,7493
New Hampshire,2020-09-08,7494
Indiana,2020-04-11,7494
Washington,2020-04-04,7499
South Dakota,2020-07-12,7499
North Dakota,2020-08-08,7512
New Hampshire,2020-09-09,7517
Guam,2020-11-22,7518
South Dakota,2020-07-13,7524
Montana,2020-09-01,7526
Alaska,2020-09-18,7528
Utah,2020-05-19,7530
South Carolina,2020-05-09,7531
Nevada,2020-05-22,7531
Puerto Rico,2020-07-01,7537
Hawaii,2020-08-27,7542
Delaware,2020-05-16,7547
Mississippi,2020-05-03,7550
District of Columbia,2020-05-20,7551
Kansas,2020-05-13,7552
Georgia,2020-04-06,7558
Missouri,2020-04-30,7563
West Virginia,2020-08-08,7563
Guam,2020-11-23,7571
South Dakota,2020-07-14,7572
New Hampshire,2020-09-10,7573
Kentucky,2020-05-15,7578
North Dakota,2020-08-09,7600
Maine,2020-11-07,7603
Oregon,2020-06-25,7605
Puerto Rico,2020-07-02,7608
North Carolina,2020-04-23,7608
Alabama,2020-05-02,7611
Wyoming,2020-10-11,7611
Alaska,2020-09-19,7613
New Hampshire,2020-09-11,7620
New Mexico,2020-05-30,7624
Guam,2020-11-24,7624
Oklahoma,2020-06-11,7626
Michigan,2020-03-31,7629
Arizona,2020-04-30,7648
New Hampshire,2020-09-12,7652
South Dakota,2020-07-15,7652
South Carolina,2020-05-10,7653
Kansas,2020-05-14,7668
Delaware,2020-05-17,7670
Guam,2020-11-25,7674
Tennessee,2020-04-22,7681
Puerto Rico,2020-07-03,7683
Vermont,2021-01-02,7689
New Mexico,2020-05-31,7689
Colorado,2020-04-13,7691
Maine,2020-11-08,7693
West Virginia,2020-08-09,7694
South Dakota,2020-07-16,7694
Maryland,2020-04-11,7694
Illinois,2020-04-02,7695
New Hampshire,2020-09-13,7696
Alaska,2020-09-20,7704
Rhode Island,2020-04-27,7708
New Hampshire,2020-09-14,7714
Montana,2020-09-02,7715
North Dakota,2020-08-10,7717
Guam,2020-11-26,7717
Utah,2020-05-20,7717
Guam,2020-11-27,7737
Massachusetts,2020-04-01,7738
New Hampshire,2020-09-15,7748
Guam,2020-11-28,7751
West Virginia,2020-08-10,7754
Florida,2020-04-01,7769
Nevada,2020-05-23,7769
Kentucky,2020-05-16,7773
Alaska,2020-09-21,7775
New Hampshire,2020-09-16,7780
Connecticut,2020-04-07,7781
Wisconsin,2020-05-02,7785
Guam,2020-11-29,7787
Puerto Rico,2020-07-04,7787
District of Columbia,2020-05-21,7788
South Dakota,2020-07-17,7789
Ohio,2020-04-15,7791
South Carolina,2020-05-11,7792
Kentucky,2020-05-17,7793
Vermont,2021-01-03,7793
Idaho,2020-07-05,7799
New Mexico,2020-06-01,7800
Wyoming,2020-10-12,7802
Hawaii,2020-08-28,7806
New Hampshire,2020-09-17,7814
Arkansas,2020-06-02,7818
Guam,2020-11-30,7821
Alaska,2020-09-22,7821
Nebraska,2020-05-08,7830
Missouri,2020-05-01,7840
Oklahoma,2020-06-12,7848
Minnesota,2020-05-05,7851
Guam,2020-12-01,7858
New Hampshire,2020-09-18,7861
South Dakota,2020-07-18,7862
Delaware,2020-05-18,7869
Vermont,2021-01-04,7873
Alaska,2020-09-23,7875
West Virginia,2020-08-11,7875
Utah,2020-05-21,7876
Mississippi,2020-05-04,7877
Iowa,2020-05-01,7883
Nevada,2020-05-24,7886
Maine,2020-11-09,7888
Alabama,2020-05-03,7888
North Dakota,2020-08-11,7889
Guam,2020-12-02,7889
District of Columbia,2020-05-22,7893
Montana,2020-09-03,7903
South Dakota,2020-07-19,7906
Guam,2020-12-03,7911
Puerto Rico,2020-07-05,7916
New Hampshire,2020-09-19,7920
Rhode Island,2020-04-28,7926
South Carolina,2020-05-12,7927
Guam,2020-12-04,7928
Colorado,2020-04-14,7941
South Dakota,2020-07-20,7943
Guam,2020-12-05,7946
New Hampshire,2020-09-20,7947
New Hampshire,2020-09-21,7952
Nevada,2020-05-25,7959
Arizona,2020-05-01,7962
Wyoming,2020-10-13,7964
District of Columbia,2020-05-23,7966
Guam,2020-12-06,7973
North Dakota,2020-08-12,7974
Washington,2020-04-05,7985
Guam,2020-12-07,7988
New Hampshire,2020-09-22,7990
Indiana,2020-04-12,7990
Guam,2020-12-08,7995
Kansas,2020-05-15,8006
New Hampshire,2020-09-23,8007
Oregon,2020-06-26,8008
West Virginia,2020-08-12,8008
Guam,2020-12-09,8008
Alaska,2020-09-24,8015
South Dakota,2020-07-21,8019
Guam,2020-12-10,8021
New Mexico,2020-06-02,8024
South Carolina,2020-05-13,8030
Delaware,2020-05-19,8037
Vermont,2021-01-05,8038
Kentucky,2020-05-18,8041
New Hampshire,2020-09-24,8044
Montana,2020-09-04,8046
Guam,2020-12-11,8048
North Carolina,2020-04-24,8052
Virginia,2020-04-18,8053
Utah,2020-05-22,8057
Kansas,2020-05-16,8059
Guam,2020-12-12,8059
Nevada,2020-05-26,8059
Maine,2020-11-10,8060
Kansas,2020-05-17,8066
Arkansas,2020-06-03,8067
Oklahoma,2020-06-13,8073
Guam,2020-12-13,8075
South Dakota,2020-07-22,8077
New Hampshire,2020-09-25,8085
Wisconsin,2020-05-03,8089
Guam,2020-12-14,8106
District of Columbia,2020-05-24,8110
Oregon,2020-06-27,8110
Alabama,2020-05-04,8112
Hawaii,2020-08-29,8115
Guam,2020-12-15,8118
New Hampshire,2020-09-26,8121
Alaska,2020-09-25,8133
Guam,2020-12-16,8137
New Mexico,2020-06-03,8140
South Dakota,2020-07-23,8143
Nevada,2020-05-27,8150
Texas,2020-04-06,8150
West Virginia,2020-08-13,8151
Guam,2020-12-17,8152
Missouri,2020-05-02,8154
Vermont,2021-01-06,8158
Guam,2020-12-18,8162
Guam,2020-12-19,8167
Tennessee,2020-04-23,8169
Guam,2020-12-20,8171
New Hampshire,2020-09-27,8172
North Dakota,2020-08-13,8175
Wyoming,2020-10-14,8177
Montana,2020-09-05,8178
Guam,2020-12-21,8180
Guam,2020-12-22,8180
Guam,2020-12-23,8180
South Carolina,2020-05-14,8189
Delaware,2020-05-20,8194
South Dakota,2020-07-24,8200
Maine,2020-11-11,8202
Kentucky,2020-05-19,8205
Mississippi,2020-05-05,8207
New Hampshire,2020-09-28,8208
Idaho,2020-07-06,8222
Maryland,2020-04-12,8225
District of Columbia,2020-05-25,8225
Oklahoma,2020-06-14,8231
New Hampshire,2020-09-29,8233
Nebraska,2020-05-09,8233
Guam,2020-12-24,8235
Guam,2020-12-25,8237
Guam,2020-12-26,8238
Guam,2020-12-27,8239
Alaska,2020-09-26,8244
Rhode Island,2020-04-29,8247
Nevada,2020-05-28,8247
Guam,2020-12-28,8250
Utah,2020-05-23,8260
Guam,2020-12-29,8262
New Hampshire,2020-09-30,8266
Montana,2020-09-06,8272
West Virginia,2020-08-14,8274
Guam,2020-12-30,8277
Colorado,2020-04-15,8280
Guam,2020-12-31,8286
Guam,2021-01-01,8295
Guam,2021-01-02,8295
Guam,2021-01-03,8296
Indiana,2020-04-13,8300
South Dakota,2020-07-25,8305
Guam,2021-01-04,8313
Hawaii,2020-08-30,8315
New Hampshire,2020-10-01,8317
Guam,2021-01-05,8326
North Dakota,2020-08-14,8326
Nebraska,2020-05-10,8328
District of Columbia,2020-05-26,8334
Kentucky,2020-05-20,8336
Montana,2020-09-07,8340
Guam,2021-01-06,8347
Oregon,2020-06-28,8348
New Mexico,2020-06-04,8353
Guam,2021-01-07,8355
Alaska,2020-09-27,8359
Wisconsin,2020-05-04,8362
Arizona,2020-05-02,8364
Guam,2021-01-08,8368
Guam,2021-01-09,8373
Nevada,2020-05-29,8375
Wyoming,2020-10-15,8375
Guam,2021-01-10,8381
Washington,2020-04-06,8385
Delaware,2020-05-21,8386
Utah,2020-05-24,8392
Guam,2021-01-11,8392
South Dakota,2020-07-26,8395
Maine,2020-11-12,8395
Guam,2021-01-12,8398
Vermont,2021-01-07,8403
District of Columbia,2020-05-27,8406
South Carolina,2020-05-15,8407
Montana,2020-09-08,8409
Guam,2021-01-13,8413
Ohio,2020-04-16,8414
Oklahoma,2020-06-15,8417
Pennsylvania,2020-04-03,8420
Mississippi,2020-05-06,8424
Arkansas,2020-06-04,8425
Guam,2021-01-14,8426
Alabama,2020-05-05,8437
Kansas,2020-05-18,8439
Guam,2021-01-15,8443
South Dakota,2020-07-27,8444
Hawaii,2020-08-31,8447
North Dakota,2020-08-15,8448
Guam,2021-01-16,8450
Guam,2021-01-17,8453
Missouri,2020-05-03,8454
Guam,2021-01-18,8454
West Virginia,2020-08-15,8457
Kentucky,2020-05-21,8475
Alaska,2020-09-28,8477
Guam,2021-01-20,8484
Guam,2021-01-19,8484
Kansas,2020-05-19,8488
District of Columbia,2020-05-28,8492
South Dakota,2020-07-28,8492
Guam,2021-01-21,8497
Montana,2020-09-09,8499
Oregon,2020-06-29,8509
Guam,2021-01-22,8516
Guam,2021-01-23,8516
Guam,2021-01-24,8516
Nevada,2020-05-30,8519
Utah,2020-05-25,8521
Guam,2021-01-25,8523
Delaware,2020-05-22,8529
New Hampshire,2020-10-02,8534
Guam,2021-01-26,8535
Virginia,2020-04-19,8536
Guam,2021-01-27,8537
District of Columbia,2020-05-29,8538
Guam,2021-01-28,8541
Guam,2021-01-29,8548
North Carolina,2020-04-25,8548
Guam,2021-01-30,8555
Guam,2021-01-31,8556
West Virginia,2020-08-16,8564
Nebraska,2020-05-11,8575
Guam,2021-02-01,8577
Guam,2021-02-02,8579
Minnesota,2020-05-06,8579
Idaho,2020-07-07,8582
California,2020-03-31,8583
Puerto Rico,2020-07-06,8585
Guam,2021-02-03,8587
Guam,2021-02-04,8591
North Dakota,2020-08-16,8591
New Hampshire,2020-10-03,8597
Indiana,2020-04-14,8598
Alaska,2020-09-29,8602
Guam,2021-02-05,8605
Guam,2021-02-06,8612
Guam,2021-02-07,8618
Tennessee,2020-04-24,8618
Vermont,2021-01-08,8619
Rhode Island,2020-04-30,8621
Utah,2020-05-26,8622
Nevada,2020-05-31,8628
Hawaii,2020-09-01,8628
West Virginia,2020-08-17,8632
Guam,2021-02-08,8633
Maine,2020-11-13,8639
Arizona,2020-05-03,8640
Iowa,2020-05-02,8641
South Dakota,2020-07-29,8641
Guam,2021-02-09,8642
Oklahoma,2020-06-16,8645
New Hampshire,2020-10-04,8645
Arkansas,2020-06-05,8651
North Dakota,2020-08-17,8651
Guam,2021-02-10,8652
Guam,2021-02-11,8655
Guam,2021-02-12,8658
Guam,2021-02-13,8661
South Carolina,2020-05-16,8661
Kansas,2020-05-20,8661
Guam,2021-02-14,8664
Wyoming,2020-10-16,8665
Guam,2021-02-15,8668
Guam,2021-02-16,8670
New Mexico,2020-06-05,8672
Guam,2021-02-17,8672
Guam,2021-02-18,8674
Colorado,2020-04-16,8675
New Hampshire,2020-10-05,8680
Washington,2020-04-07,8683
Guam,2021-02-19,8684
Guam,2021-02-20,8685
South Dakota,2020-07-30,8685
Mississippi,2020-05-07,8686
Kentucky,2020-05-22,8688
Guam,2021-02-21,8689
Delaware,2020-05-23,8690
Alabama,2020-05-06,8691
Montana,2020-09-10,8694
Oregon,2020-06-30,8695
Wisconsin,2020-05-05,8696
Nevada,2020-06-01,8701
Alaska,2020-09-30,8707
Utah,2020-05-27,8710
Puerto Rico,2020-07-07,8714
District of Columbia,2020-05-30,8717
New Hampshire,2020-10-06,8731
West Virginia,2020-08-18,8731
Nebraska,2020-05-12,8732
Puerto Rico,2020-07-08,8745
South Dakota,2020-07-31,8764
Kansas,2020-05-21,8771
Missouri,2020-05-04,8776
Connecticut,2020-04-08,8781
North Dakota,2020-08-18,8786
Vermont,2021-01-09,8790
Maine,2020-11-14,8791
New Hampshire,2020-10-07,8800
New Mexico,2020-06-06,8800
West Virginia,2020-08-19,8801
District of Columbia,2020-05-31,8801
Delaware,2020-05-24,8809
Kentucky,2020-05-23,8812
South Carolina,2020-05-17,8816
Wyoming,2020-10-17,8816
Montana,2020-09-11,8817
New Jersey,2020-03-27,8825
North Carolina,2020-04-26,8830
Alaska,2020-10-01,8838
Kentucky,2020-05-24,8842
District of Columbia,2020-06-01,8857
Nevada,2020-06-02,8858
Puerto Rico,2020-07-09,8862
South Dakota,2020-08-01,8867
New Hampshire,2020-10-08,8878
District of Columbia,2020-06-02,8886
Kentucky,2020-05-25,8899
Oklahoma,2020-06-17,8903
Illinois,2020-04-03,8904
Tennessee,2020-04-25,8918
Arizona,2020-05-04,8919
Missouri,2020-05-05,8919
Maryland,2020-04-13,8936
New Mexico,2020-06-07,8940
South Carolina,2020-05-18,8942
Maine,2020-11-15,8944
Montana,2020-09-12,8946
Nevada,2020-06-03,8950
Utah,2020-05-28,8953
South Dakota,2020-08-02,8955
Rhode Island,2020-05-01,8962
Alaska,2020-10-02,8964
Delaware,2020-05-25,8965
Hawaii,2020-09-02,8966
Massachusetts,2020-04-02,8966
Vermont,2021-01-10,8967
Texas,2020-04-07,8968
New Hampshire,2020-10-09,8970
North Dakota,2020-08-19,8972
West Virginia,2020-08-20,8982
Virginia,2020-04-20,8989
Florida,2020-04-02,9000
Idaho,2020-07-08,9004
District of Columbia,2020-06-03,9016
Oregon,2020-07-01,9019
South Dakota,2020-08-03,9020
Wyoming,2020-10-18,9025
Indiana,2020-04-15,9030
North Carolina,2020-04-27,9035
Montana,2020-09-13,9037
Alabama,2020-05-07,9046
Colorado,2020-04-17,9047
Wisconsin,2020-05-06,9052
South Carolina,2020-05-19,9056
New Mexico,2020-06-08,9062
West Virginia,2020-08-21,9066
Delaware,2020-05-26,9066
Kansas,2020-05-22,9068
Nebraska,2020-05-13,9072
Vermont,2021-01-11,9078
South Dakota,2020-08-04,9079
Mississippi,2020-05-08,9090
New Hampshire,2020-10-10,9092
Delaware,2020-05-27,9096
Washington,2020-04-08,9098
Arkansas,2020-06-06,9101
New Mexico,2020-06-09,9105
Ohio,2020-04-17,9107
Alaska,2020-10-03,9111
Maine,2020-11-16,9117
Nevada,2020-06-04,9118
Kansas,2020-05-23,9119
District of Columbia,2020-06-04,9120
Kansas,2020-05-24,9135
Puerto Rico,2020-07-10,9137
New Hampshire,2020-10-11,9143
Louisiana,2020-04-02,9152
Georgia,2020-04-07,9156
Missouri,2020-05-06,9164
Montana,2020-09-14,9164
South Dakota,2020-08-05,9168
Iowa,2020-05-03,9169
Delaware,2020-05-28,9171
South Carolina,2020-05-20,9175
Kentucky,2020-05-26,9175
Hawaii,2020-09-03,9177
West Virginia,2020-08-22,9185
District of Columbia,2020-06-05,9199
New Hampshire,2020-10-12,9208
Delaware,2020-05-29,9236
North Dakota,2020-08-20,9246
Vermont,2021-01-12,9247
New Mexico,2020-06-10,9250
District of Columbia,2020-06-06,9269
West Virginia,2020-08-23,9272
Kansas,2020-05-25,9272
South Dakota,2020-08-06,9273
New Hampshire,2020-10-13,9279
Montana,2020-09-15,9281
Utah,2020-05-29,9282
Rhode Island,2020-05-02,9289
Michigan,2020-04-01,9292
Alaska,2020-10-04,9300
Arizona,2020-05-05,9305
Nevada,2020-06-05,9306
Wyoming,2020-10-19,9311
West Virginia,2020-08-24,9312
Kentucky,2020-05-27,9313
District of Columbia,2020-06-07,9332
Oregon,2020-07-02,9344
New Hampshire,2020-10-14,9349
Kansas,2020-05-26,9352
Oklahoma,2020-06-18,9354
Maine,2020-11-17,9363
Minnesota,2020-05-07,9364
Puerto Rico,2020-07-11,9366
Vermont,2021-01-13,9368
New Mexico,2020-06-11,9368
Wisconsin,2020-05-07,9369
South Dakota,2020-08-07,9371
Mississippi,2020-05-09,9378
South Carolina,2020-05-21,9379
Alabama,2020-05-08,9385
District of Columbia,2020-06-08,9389
West Virginia,2020-08-25,9395
Missouri,2020-05-07,9409
Nebraska,2020-05-14,9411
Delaware,2020-05-30,9422
Arkansas,2020-06-07,9426
New Hampshire,2020-10-15,9426
Colorado,2020-04-18,9433
Tennessee,2020-04-26,9435
Hawaii,2020-09-04,9448
Kansas,2020-05-27,9453
Maryland,2020-04-14,9472
District of Columbia,2020-06-09,9474
Rhode Island,2020-05-03,9477
South Dakota,2020-08-08,9477
North Dakota,2020-08-21,9478
Montana,2020-09-16,9487
Nevada,2020-06-06,9494
Delaware,2020-05-31,9498
Mississippi,2020-05-10,9501
Kentucky,2020-05-28,9510
Alaska,2020-10-05,9511
Kansas,2020-05-28,9513
New Hampshire,2020-10-16,9514
Maine,2020-11-18,9519
New Mexico,2020-06-12,9526
Wyoming,2020-10-20,9526
District of Columbia,2020-06-10,9537
West Virginia,2020-08-26,9540
Utah,2020-05-30,9551
North Carolina,2020-04-28,9568
Vermont,2021-01-14,9573
Missouri,2020-05-08,9573
District of Columbia,2020-06-11,9589
Idaho,2020-07-09,9598
Delaware,2020-06-01,9605
South Dakota,2020-08-09,9605
Washington,2020-04-09,9609
Indiana,2020-04-16,9619
New Mexico,2020-06-13,9621
New Hampshire,2020-10-17,9625
Virginia,2020-04-21,9629
West Virginia,2020-08-27,9633
South Carolina,2020-05-22,9638
Oregon,2020-07-03,9643
Rhode Island,2020-05-04,9652
Puerto Rico,2020-07-12,9654
District of Columbia,2020-06-12,9654
Alaska,2020-10-06,9656
South Dakota,2020-08-10,9663
Hawaii,2020-09-05,9667
Alabama,2020-05-09,9668
Nevada,2020-06-07,9673
Mississippi,2020-05-11,9674
Delaware,2020-06-02,9685
Kentucky,2020-05-29,9688
New Hampshire,2020-10-18,9694
Iowa,2020-05-04,9703
Oklahoma,2020-06-19,9706
Arizona,2020-05-06,9707
District of Columbia,2020-06-13,9709
Delaware,2020-06-03,9712
South Dakota,2020-08-11,9713
Montana,2020-09-17,9721
New Mexico,2020-06-14,9723
Colorado,2020-04-19,9730
Maine,2020-11-19,9734
Vermont,2021-01-15,9734
Missouri,2020-05-09,9737
Tennessee,2020-04-27,9739
North Dakota,2020-08-22,9740
Arkansas,2020-06-08,9740
New Hampshire,2020-10-19,9746
Delaware,2020-06-04,9746
Wisconsin,2020-05-08,9750
Nebraska,2020-05-15,9766
District of Columbia,2020-06-14,9767
Delaware,2020-06-05,9773
Alaska,2020-10-07,9784
Connecticut,2020-04-09,9784
District of Columbia,2020-06-15,9799
Nevada,2020-06-08,9815
South Dakota,2020-08-12,9815
District of Columbia,2020-06-16,9818
West Virginia,2020-08-28,9824
Kansas,2020-05-29,9826
New Hampshire,2020-10-20,9828
Hawaii,2020-09-06,9829
Utah,2020-05-31,9829
Delaware,2020-06-06,9845
New Mexico,2020-06-15,9845
Kansas,2020-05-30,9847
District of Columbia,2020-06-17,9847
Wyoming,2020-10-21,9848
California,2020-04-01,9857
Kansas,2020-05-31,9878
North Dakota,2020-08-23,9880
Kentucky,2020-05-30,9887
Washington,2020-04-10,9888
Alabama,2020-05-10,9889
South Carolina,2020-05-23,9895
Texas,2020-04-08,9897
South Dakota,2020-08-13,9897
District of Columbia,2020-06-18,9903
Missouri,2020-05-10,9906
Mississippi,2020-05-12,9908
Vermont,2021-01-16,9915
New Hampshire,2020-10-21,9917
Alaska,2020-10-08,9919
Rhode Island,2020-05-05,9933
New Mexico,2020-06-16,9933
Hawaii,2020-09-07,9933
Montana,2020-09-18,9934
Kentucky,2020-05-31,9937
Oregon,2020-07-04,9937
Delaware,2020-06-07,9942
Arizona,2020-05-07,9945
North Carolina,2020-04-29,9947
District of Columbia,2020-06-19,9952
Maine,2020-11-20,9958
West Virginia,2020-08-29,9967
Delaware,2020-06-08,9972
Tennessee,2020-04-28,9974
District of Columbia,2020-06-20,9984
New Hampshire,2020-10-22,9994
North Dakota,2020-08-24,10004
Puerto Rico,2020-07-13,10010
District of Columbia,2020-06-21,10020
Delaware,2020-06-09,10020
South Dakota,2020-08-14,10024
Missouri,2020-05-11,10025
Utah,2020-06-01,10026
Oklahoma,2020-06-20,10037
Nevada,2020-06-09,10046
Delaware,2020-06-10,10056
Vermont,2021-01-17,10057
District of Columbia,2020-06-22,10058
New Mexico,2020-06-17,10065
Idaho,2020-07-10,10073
Arkansas,2020-06-09,10080
Minnesota,2020-05-08,10087
Mississippi,2020-05-13,10090
District of Columbia,2020-06-23,10094
South Carolina,2020-05-24,10096
Maryland,2020-04-15,10096
Wisconsin,2020-05-09,10099
Alaska,2020-10-09,10099
Kansas,2020-06-01,10103
Colorado,2020-04-20,10106
Delaware,2020-06-11,10106
West Virginia,2020-08-30,10110
Pennsylvania,2020-04-04,10110
Iowa,2020-05-05,10111
New Hampshire,2020-10-23,10112
South Dakota,2020-08-15,10118
Wyoming,2020-10-22,10119
Maine,2020-11-21,10123
Puerto Rico,2020-07-14,10123
Missouri,2020-05-12,10124
District of Columbia,2020-06-24,10128
Hawaii,2020-09-08,10130
Kansas,2020-06-02,10143
Kentucky,2020-06-01,10150
New Mexico,2020-06-18,10153
District of Columbia,2020-06-25,10159
Alabama,2020-05-11,10164
Delaware,2020-06-12,10173
South Carolina,2020-05-25,10178
District of Columbia,2020-06-26,10185
Montana,2020-09-19,10193
Georgia,2020-04-08,10204
Rhode Island,2020-05-06,10205
Nevada,2020-06-10,10216
District of Columbia,2020-06-27,10216
Vermont,2021-01-18,10220
Nebraska,2020-05-16,10220
Ohio,2020-04-18,10222
Washington,2020-04-11,10227
Hawaii,2020-09-09,10228
Delaware,2020-06-13,10229
North Dakota,2020-08-25,10233
Indiana,2020-04-17,10235
Utah,2020-06-02,10237
Oregon,2020-07-05,10237
New Hampshire,2020-10-24,10238
District of Columbia,2020-06-28,10248
West Virginia,2020-08-31,10250
Tennessee,2020-04-29,10255
New Mexico,2020-06-19,10260
Florida,2020-04-03,10260
Delaware,2020-06-14,10264
Virginia,2020-04-22,10265
South Dakota,2020-08-16,10274
Kansas,2020-06-03,10281
Kentucky,2020-06-02,10287
District of Columbia,2020-06-29,10292
Louisiana,2020-04-03,10299
Vermont,2021-01-19,10321
Montana,2020-09-20,10325
District of Columbia,2020-06-30,10327
New Hampshire,2020-10-25,10328
Kansas,2020-06-04,10332
Delaware,2020-06-15,10340
Nebraska,2020-05-17,10348
Alaska,2020-10-10,10350
Illinois,2020-04-04,10357
Maine,2020-11-22,10359
South Dakota,2020-08-17,10360
District of Columbia,2020-07-01,10365
Arkansas,2020-06-10,10368
Missouri,2020-05-13,10369
New York,2020-03-21,10371
Puerto Rico,2020-07-15,10379
Wisconsin,2020-05-10,10379
District of Columbia,2020-07-02,10390
Hawaii,2020-09-10,10397
New Hampshire,2020-10-26,10397
Massachusetts,2020-04-03,10402
Delaware,2020-06-16,10403
Iowa,2020-05-06,10404
Oregon,2020-07-06,10413
Washington,2020-04-12,10414
South Carolina,2020-05-26,10416
New Mexico,2020-06-20,10430
District of Columbia,2020-07-03,10435
South Dakota,2020-08-18,10443
Delaware,2020-06-17,10444
Colorado,2020-04-21,10447
District of Columbia,2020-07-04,10447
Nevada,2020-06-11,10464
Alabama,2020-05-12,10464
Vermont,2021-01-20,10471
North Dakota,2020-08-26,10471
District of Columbia,2020-07-05,10482
Mississippi,2020-05-14,10483
Kentucky,2020-06-03,10485
Missouri,2020-05-14,10490
Kansas,2020-06-05,10493
Delaware,2020-06-18,10499
Tennessee,2020-04-30,10506
North Carolina,2020-04-30,10507
West Virginia,2020-09-01,10507
Montana,2020-09-21,10509
Oklahoma,2020-06-21,10515
District of Columbia,2020-07-06,10515
Kansas,2020-06-06,10517
Arizona,2020-05-08,10526
Rhode Island,2020-05-07,10530
New Hampshire,2020-10-27,10530
Connecticut,2020-04-10,10538
Maine,2020-11-23,10544
Wyoming,2020-10-23,10545
Washington,2020-04-13,10547
Kansas,2020-06-07,10549
Utah,2020-06-03,10558
New Mexico,2020-06-21,10565
South Dakota,2020-08-19,10566
Missouri,2020-05-15,10567
Hawaii,2020-09-11,10567
District of Columbia,2020-07-07,10569
Puerto Rico,2020-07-16,10574
Vermont,2021-01-21,10580
Wisconsin,2020-05-11,10581
Idaho,2020-07-11,10584
Alaska,2020-10-11,10608
Delaware,2020-06-19,10611
South Carolina,2020-05-27,10623
Nebraska,2020-05-18,10625
New Hampshire,2020-10-28,10641
District of Columbia,2020-07-08,10642
West Virginia,2020-09-02,10642
Oregon,2020-07-07,10654
District of Columbia,2020-07-09,10679
Delaware,2020-06-20,10681
South Dakota,2020-08-20,10691
New Mexico,2020-06-22,10694
Hawaii,2020-09-12,10696
Alabama,2020-05-13,10700
Nevada,2020-06-12,10704
Washington,2020-04-14,10711
Kansas,2020-06-08,10724
Indiana,2020-04-18,10730
Oklahoma,2020-06-22,10733
District of Columbia,2020-07-10,10743
Vermont,2021-01-22,10759
New Hampshire,2020-10-29,10768
Delaware,2020-06-21,10775
Rhode Island,2020-05-08,10779
Kentucky,2020-06-04,10781
Wisconsin,2020-05-12,10781
Kansas,2020-06-09,10786
South Carolina,2020-05-28,10788
Minnesota,2020-05-09,10789
Michigan,2020-04-02,10791
Montana,2020-09-22,10792
